,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Item_Outlet_Sales
2933,FDP20,19.85,Low Fat,0.04574024,Fruits and Vegetables,127.102,OUT049,1999,Medium,Tier 1,Supermarket Type1,2071.161905729146
2934,FDJ15,11.35,Regular,0.023303069,Dairy,185.4608,OUT013,1987,High,Tier 3,Supermarket Type1,2995.776953270673
2935,FDD04,16.0,Low Fat,0.090337797,Dairy,140.3154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1964.2697380180834
2936,FDY58,11.65,Low Fat,0.039999537,Snack Foods,229.8694,OUT045,2002,Medium,Tier 2,Supermarket Type1,3694.913571931373
2937,FDR37,16.5,Regular,0.066519424,Breakfast,183.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2661.510945440526
2938,FDF44,7.17,Regular,0.059678319,Fruits and Vegetables,129.5968,OUT013,1987,High,Tier 3,Supermarket Type1,2110.4985260971966
2939,FDD32,17.7,Regular,0.041015006,Fruits and Vegetables,82.6276,OUT045,2002,Medium,Tier 2,Supermarket Type1,1420.491433689675
2940,FDR57,5.675,Regular,0.023629875,Snack Foods,156.2288,OUT017,2007,Medium,Tier 2,Supermarket Type1,2563.399557594141
2941,DRG39,12.695633368756642,Low Fat,0.041976732,Dairy,54.4982,OUT027,1985,Medium,Tier 3,Supermarket Type3,2338.9616500532684
2942,FDX15,17.2,Low Fat,0.157182948,Meat,158.9578,OUT017,2007,Medium,Tier 2,Supermarket Type1,2518.700101319585
2943,DRN37,9.6,Low Fat,0.096492692,Soft Drinks,165.8158,OUT045,2002,Medium,Tier 2,Supermarket Type1,2623.0011550015956
2944,FDW40,12.695633368756642,Regular,0.0,Frozen Foods,141.5812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3774.316776192138
2945,FDB32,20.6,Low Fat,0.023489402,Fruits and Vegetables,93.7778,OUT049,1999,Medium,Tier 1,Supermarket Type1,1558.0555654865875
2946,FDM40,10.195,Low Fat,0.160588464,Frozen Foods,143.4154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1978.6770113656135
2947,FDE39,12.695633368756642,Low Fat,0.035959521,Dairy,120.8782,OUT027,1985,Medium,Tier 3,Supermarket Type3,3398.6323924294998
2948,DRH49,19.7,Low Fat,0.024795057,Soft Drinks,82.2592,OUT017,2007,Medium,Tier 2,Supermarket Type1,1357.8295125348855
2949,FDT46,11.35,Low Fat,0.030855031,Snack Foods,49.7008,OUT049,1999,Medium,Tier 1,Supermarket Type1,846.0129370579343
2950,NCF06,6.235,Low Fat,0.020194535,Household,257.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,4179.559238235448
2951,FDP07,18.2,Low Fat,0.090410295,Fruits and Vegetables,196.211,OUT017,2007,Medium,Tier 2,Supermarket Type1,3156.1623523869907
2952,FDC04,15.6,Low Fat,0.04494821,Dairy,240.3854,OUT013,1987,High,Tier 3,Supermarket Type1,3827.8304519033522
2953,FDZ32,7.785,Regular,0.038348445,Fruits and Vegetables,103.4964,OUT017,2007,Medium,Tier 2,Supermarket Type1,1731.8399706738246
2954,FDD50,18.85,Low Fat,0.141929473,Canned,169.9132,OUT045,2002,Medium,Tier 2,Supermarket Type1,2706.0880211481704
2955,FDU56,16.85,Low Fat,0.04466528,Fruits and Vegetables,184.9266,OUT017,2007,Medium,Tier 2,Supermarket Type1,2995.5275720916684
2956,FDV34,10.695,Regular,0.011490085,Snack Foods,72.0038,OUT017,2007,Medium,Tier 2,Supermarket Type1,1253.697567314704
2957,NCY41,16.75,LF,0.075672596,Health and Hygiene,36.8532,OUT013,1987,High,Tier 3,Supermarket Type1,596.6924236131908
2958,NCK18,9.6,Low Fat,0.006698103,Household,165.8184,OUT046,1997,Small,Tier 1,Supermarket Type1,2726.7260260657254
2959,DRH25,18.7,Low Fat,0.014615718,Soft Drinks,52.4324,OUT049,1999,Medium,Tier 1,Supermarket Type1,871.0518633227625
2960,FDT57,15.2,Low Fat,0.019034783,Snack Foods,238.4248,OUT046,1997,Small,Tier 1,Supermarket Type1,3866.0513536536314
2961,FDV56,16.1,Regular,0.013651105,Fruits and Vegetables,106.7596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.3555211130301
2962,FDV12,16.7,Regular,0.060998134,Baking Goods,97.2384,OUT045,2002,Medium,Tier 2,Supermarket Type1,1623.7656939328099
2963,FDN52,9.395,Regular,0.132314096,Frozen Foods,88.5198,OUT017,2007,Medium,Tier 2,Supermarket Type1,1450.041098695955
2964,FDX38,10.5,Regular,0.048197901,Dairy,48.3376,OUT035,2004,Small,Tier 2,Supermarket Type1,892.1793019922961
2965,FDE47,14.15,Low Fat,0.038063173,Starchy Foods,122.5046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1687.1559107198254
2966,NCO07,9.06,Low Fat,0.009768132,Others,211.456,OUT013,1987,High,Tier 3,Supermarket Type1,3373.7830074155495
2967,FDV09,12.695633368756642,Low Fat,0.02046897,Snack Foods,150.2734,OUT027,1985,Medium,Tier 3,Supermarket Type3,3882.9570395303595
2968,FDZ23,12.695633368756642,Regular,0.118188689,Baking Goods,185.224,OUT019,1985,Small,Tier 1,Grocery Store,1042.7383668992543
2969,DRH51,17.6,Low Fat,0.097612596,Dairy,88.1856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1130.9120479985577
2970,NCY54,8.43,LF,0.178055216,Household,172.0422,OUT045,2002,Medium,Tier 2,Supermarket Type1,2699.4438293782273
2971,DRG49,7.81,Low Fat,0.067399162,Soft Drinks,246.2486,OUT013,1987,High,Tier 3,Supermarket Type1,3874.6051235475684
2972,NCC19,6.57,Low Fat,0.097031198,Household,192.882,OUT049,1999,Medium,Tier 1,Supermarket Type1,3066.867441891945
2973,NCV53,8.27,Low Fat,0.018851756,Health and Hygiene,241.288,OUT045,2002,Medium,Tier 2,Supermarket Type1,3869.7069231797072
2974,FDZ47,12.695633368756642,Regular,0.0,Baking Goods,101.0042,OUT019,1985,Small,Tier 1,Grocery Store,-231.49882254734894
2975,NCO26,7.235,Low Fat,0.077168705,Household,114.3492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1568.5064173910373
2976,NCP02,7.105,Low Fat,0.044899636,Household,61.0562,OUT045,2002,Medium,Tier 2,Supermarket Type1,1038.169147679294
2977,NCW30,5.21,Low Fat,0.011054747,Household,259.5962,OUT018,2009,Medium,Tier 3,Supermarket Type2,3875.412912286262
2978,NCN55,14.6,Low Fat,0.059490504,Others,241.4538,OUT046,1997,Small,Tier 1,Supermarket Type1,3877.4572213613897
2979,FDB20,7.72,Low Fat,0.08700498,Fruits and Vegetables,75.8986,OUT010,1998,Medium,Tier 3,Grocery Store,-686.0449926550534
2980,DRL11,10.5,Low Fat,0.047978201,Hard Drinks,156.8946,OUT013,1987,High,Tier 3,Supermarket Type1,2476.8757705600965
2981,DRD60,15.7,LF,0.037307618,Soft Drinks,181.7634,OUT045,2002,Medium,Tier 2,Supermarket Type1,2879.586763136392
2982,FDW14,8.3,Regular,0.0,Dairy,87.8198,OUT010,1998,Medium,Tier 3,Grocery Store,-446.92382649784076
2983,FDL27,6.17,Low Fat,0.017794028,Meat,65.9826,OUT010,1998,Medium,Tier 3,Grocery Store,-837.9255853075691
2984,FDU09,7.71,Regular,0.066868428,Snack Foods,55.4956,OUT018,2009,Medium,Tier 3,Supermarket Type2,671.7073580736728
2985,DRH36,12.695633368756642,Low Fat,0.033218416,Soft Drinks,74.7696,OUT027,1985,Medium,Tier 3,Supermarket Type3,2653.058455183945
2986,FDP34,12.695633368756642,LF,0.136563316,Snack Foods,156.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,3900.3250162950494
2987,FDE04,19.75,Regular,0.018125015,Frozen Foods,178.266,OUT017,2007,Medium,Tier 2,Supermarket Type1,2926.9331164245727
2988,FDZ57,12.695633368756642,Regular,0.037581431,Snack Foods,130.1994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3590.0518480935402
2989,FDF02,16.2,Low Fat,0.173192865,Canned,104.399,OUT010,1998,Medium,Tier 3,Grocery Store,-275.32608716190134
2990,FDG28,9.285,Regular,0.049380234,Frozen Foods,245.4144,OUT045,2002,Medium,Tier 2,Supermarket Type1,3950.484396007398
2991,NCI31,20.0,Low Fat,0.0,Others,35.119,OUT046,1997,Small,Tier 1,Supermarket Type1,669.0330192802794
2992,FDT43,16.35,Low Fat,0.020530851,Fruits and Vegetables,51.3324,OUT013,1987,High,Tier 3,Supermarket Type1,883.4738739377312
2993,FDU20,19.35,Regular,0.021457551,Fruits and Vegetables,121.3098,OUT046,1997,Small,Tier 1,Supermarket Type1,2061.143307884007
2994,FDD53,16.2,Low Fat,0.0,Frozen Foods,42.9454,OUT013,1987,High,Tier 3,Supermarket Type1,750.0039542935378
2995,FDW15,15.35,Regular,0.055225368,Meat,149.1734,OUT045,2002,Medium,Tier 2,Supermarket Type1,2434.029912213704
2996,NCT53,5.4,Low Fat,0.048213839,Health and Hygiene,162.8526,OUT045,2002,Medium,Tier 2,Supermarket Type1,2619.4968552350024
2997,NCG55,12.695633368756642,Low Fat,0.038956596,Household,114.6176,OUT027,1985,Medium,Tier 3,Supermarket Type3,3321.5247111588037
2998,FDD48,10.395,Low Fat,0.030152986,Baking Goods,114.5176,OUT035,2004,Small,Tier 2,Supermarket Type1,1909.185102023232
2999,FDG47,12.8,Low Fat,0.069727079,Starchy Foods,263.6252,OUT049,1999,Medium,Tier 1,Supermarket Type1,4163.052759649754
3000,FDI21,5.59,Regular,0.056922987,Snack Foods,63.4168,OUT017,2007,Medium,Tier 2,Supermarket Type1,1090.575414535635
3001,FDT27,11.395,Regular,0.069980785,Meat,234.4616,OUT017,2007,Medium,Tier 2,Supermarket Type1,3761.256052548339
3002,DRO35,13.85,LF,0.034541588,Hard Drinks,116.8492,OUT013,1987,High,Tier 3,Supermarket Type1,1829.3397027740807
3003,FDD33,12.85,Low Fat,0.0,Fruits and Vegetables,233.3642,OUT017,2007,Medium,Tier 2,Supermarket Type1,3768.3522468684964
3004,FDC04,15.6,Low Fat,0.04497714,Dairy,243.0854,OUT035,2004,Small,Tier 2,Supermarket Type1,3933.783095455629
3005,FDY34,10.5,Regular,0.010972719,Snack Foods,164.0842,OUT013,1987,High,Tier 3,Supermarket Type1,2679.2683234113197
3006,DRJ49,6.865,Low Fat,0.014015003,Soft Drinks,128.0652,OUT049,1999,Medium,Tier 1,Supermarket Type1,2038.829574148785
3007,FDE05,10.895,Regular,0.032504504,Frozen Foods,143.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,2343.0494988385185
3008,FDU31,10.5,Regular,0.025132415,Fruits and Vegetables,218.8508,OUT017,2007,Medium,Tier 2,Supermarket Type1,3555.277114508856
3009,NCN19,12.695633368756642,Low Fat,0.012040955,Others,188.253,OUT027,1985,Medium,Tier 3,Supermarket Type3,4465.217801050723
3010,FDK56,12.695633368756642,Low Fat,0.129368491,Fruits and Vegetables,185.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,4388.937940631442
3011,FDK58,11.35,Regular,0.045236996,Snack Foods,103.1016,OUT017,2007,Medium,Tier 2,Supermarket Type1,1729.5179768851913
3012,NCJ42,19.75,Low Fat,0.014298622,Household,102.5332,OUT035,2004,Small,Tier 2,Supermarket Type1,1767.5224491387416
3013,FDZ34,12.695633368756642,Low Fat,0.075511074,Starchy Foods,192.282,OUT027,1985,Medium,Tier 3,Supermarket Type3,4488.606300935053
3014,FDA52,16.2,Regular,0.0,Frozen Foods,175.637,OUT018,2009,Medium,Tier 3,Supermarket Type2,2592.8305477930303
3015,NCR29,7.565,LF,0.054595405,Health and Hygiene,55.693,OUT013,1987,High,Tier 3,Supermarket Type1,885.163054033038
3016,FDT48,4.92,Low Fat,0.0,Baking Goods,200.3084,OUT035,2004,Small,Tier 2,Supermarket Type1,3260.3797821709672
3017,DRJ51,12.695633368756642,Low Fat,0.154065962,Dairy,229.3668,OUT019,1985,Small,Tier 1,Grocery Store,1678.6698015505044
3018,NCS54,13.6,Low Fat,0.009993163,Household,177.637,OUT046,1997,Small,Tier 1,Supermarket Type1,2918.268883051134
3019,FDV01,19.2,Regular,0.084934509,Canned,154.9314,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.8470583104217
3020,DRG51,12.695633368756642,LF,0.01148374,Dairy,163.4526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4034.4124376391396
3021,NCG42,19.2,Low Fat,0.041193522,Household,131.731,OUT013,1987,High,Tier 3,Supermarket Type1,2150.6600776446303
3022,FDA51,8.05,Regular,0.16493563,Dairy,115.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1832.9100384478247
3023,FDV19,14.85,Regular,0.059013051,Fruits and Vegetables,159.7578,OUT010,1998,Medium,Tier 3,Grocery Store,686.2330625753507
3024,NCT18,14.6,Low Fat,0.059525627,Household,182.1976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2949.475142823469
3025,NCS41,12.85,Low Fat,0.053552399,Health and Hygiene,184.6608,OUT045,2002,Medium,Tier 2,Supermarket Type1,2973.3741716544914
3026,FDO03,10.395,Regular,0.036882977,Meat,228.1352,OUT046,1997,Small,Tier 1,Supermarket Type1,3695.4191315004314
3027,FDL12,15.85,Regular,0.203588239,Baking Goods,61.622,OUT010,1998,Medium,Tier 3,Grocery Store,-931.1014202578095
3028,FDY37,17.0,Regular,0.044470849,Canned,143.647,OUT010,1998,Medium,Tier 3,Grocery Store,426.6013057851126
3029,FDI58,7.64,Regular,0.070814401,Snack Foods,92.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,1523.70390408421
3030,FDT28,13.3,Low Fat,0.063825112,Frozen Foods,149.2708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2116.7626609054796
3031,NCC42,15.0,Low Fat,0.075167462,Health and Hygiene,138.5838,OUT010,1998,Medium,Tier 3,Grocery Store,310.09533775373325
3032,FDO01,21.1,Regular,0.020835848,Breakfast,129.7994,OUT017,2007,Medium,Tier 2,Supermarket Type1,2143.112102904698
3033,FDJ02,17.2,Regular,0.025145838,Canned,146.6418,OUT013,1987,High,Tier 3,Supermarket Type1,2394.4656657898813
3034,FDQ04,6.4,Low Fat,0.085098856,Frozen Foods,42.0796,OUT018,2009,Medium,Tier 3,Supermarket Type2,410.7573380597505
3035,DRL47,19.7,Low Fat,0.038704546,Hard Drinks,125.7362,OUT013,1987,High,Tier 3,Supermarket Type1,2007.519525909595
3036,FDZ32,7.785,Regular,0.03812554,Fruits and Vegetables,106.7964,OUT035,2004,Small,Tier 2,Supermarket Type1,1825.79074973024
3037,FDC35,7.435,LF,0.122814466,Starchy Foods,207.5638,OUT035,2004,Small,Tier 2,Supermarket Type1,3282.78200741316
3038,FDX14,13.1,Low Fat,0.075092011,Dairy,73.2354,OUT045,2002,Medium,Tier 2,Supermarket Type1,1205.1533378226595
3039,FDZ35,9.6,reg,0.022259937,Breads,103.999,OUT013,1987,High,Tier 3,Supermarket Type1,1758.5948158921155
3040,FDL14,8.115,Regular,0.032132105,Canned,155.4972,OUT013,1987,High,Tier 3,Supermarket Type1,2514.445623551198
3041,FDO04,16.6,Low Fat,0.026578464,Frozen Foods,55.0614,OUT049,1999,Medium,Tier 1,Supermarket Type1,931.1116221191328
3042,DRK11,8.21,low fat,0.01082531,Hard Drinks,150.2392,OUT017,2007,Medium,Tier 2,Supermarket Type1,2464.7770015786546
3043,FDB44,6.655,Low Fat,0.017027915,Fruits and Vegetables,211.0586,OUT018,2009,Medium,Tier 3,Supermarket Type2,3105.5401919000738
3044,FDZ50,12.8,Regular,0.079199274,Dairy,184.6608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2963.494861178024
3045,FDI12,12.695633368756642,Regular,0.099912754,Baking Goods,88.6856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2894.8999369693724
3046,FDU43,19.35,Regular,0.058371696,Fruits and Vegetables,237.1564,OUT017,2007,Medium,Tier 2,Supermarket Type1,3844.936552652505
3047,FDD58,7.76,Low Fat,0.099343484,Snack Foods,98.17,OUT010,1998,Medium,Tier 3,Grocery Store,-340.7155628391779
3048,FDB27,7.575,Low Fat,0.055703431,Dairy,195.3768,OUT017,2007,Medium,Tier 2,Supermarket Type1,3123.0816316910373
3049,FDB04,11.35,Regular,0.063483863,Dairy,85.9856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1143.027789421787
3050,NCO17,10.0,Low Fat,0.0,Health and Hygiene,118.744,OUT013,1987,High,Tier 3,Supermarket Type1,1933.1158611631545
3051,FDL12,15.85,Regular,0.122320725,Baking Goods,58.022,OUT017,2007,Medium,Tier 2,Supermarket Type1,980.2114322294315
3052,DRJ13,12.65,Low Fat,0.062988082,Soft Drinks,160.6578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2540.9641021129924
3053,FDD57,18.1,Low Fat,0.022445019,Fruits and Vegetables,97.0094,OUT045,2002,Medium,Tier 2,Supermarket Type1,1625.2581087510075
3054,FDW19,12.35,Regular,0.038493141,Fruits and Vegetables,110.957,OUT035,2004,Small,Tier 2,Supermarket Type1,1899.2090784847405
3055,DRD27,18.75,Low Fat,0.023937034,Dairy,100.4042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1355.8447278082613
3056,FDH27,12.695633368756642,Low Fat,0.058064391,Dairy,145.1128,OUT027,1985,Medium,Tier 3,Supermarket Type3,3770.2810570132474
3057,NCW30,12.695633368756642,Low Fat,0.010956581,Household,259.9962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5618.178562357358
3058,FDR40,9.1,Regular,0.008067116,Frozen Foods,79.9618,OUT018,2009,Medium,Tier 3,Supermarket Type2,1072.9920452296142
3059,FDG05,11.0,Regular,0.087774037,Frozen Foods,156.663,OUT013,1987,High,Tier 3,Supermarket Type1,2521.0344765576174
3060,NCY41,12.695633368756642,Low Fat,0.132603297,Health and Hygiene,35.3532,OUT019,1985,Small,Tier 1,Grocery Store,-1339.474770105296
3061,FDI38,13.35,Regular,0.014686484,Canned,206.3638,OUT018,2009,Medium,Tier 3,Supermarket Type2,3058.135132543814
3062,FDR20,20.0,Regular,0.028123753,Fruits and Vegetables,43.2744,OUT046,1997,Small,Tier 1,Supermarket Type1,833.0245264747768
3063,FDE09,8.775,Low Fat,0.021725581,Fruits and Vegetables,109.2228,OUT017,2007,Medium,Tier 2,Supermarket Type1,1800.8107887117808
3064,FDN50,12.695633368756642,Regular,0.046432792,Canned,94.912,OUT019,1985,Small,Tier 1,Grocery Store,-346.82310359801
3065,DRF27,8.93,Low Fat,0.028474903,Dairy,152.334,OUT045,2002,Medium,Tier 2,Supermarket Type1,2446.5450987405547
3066,DRF51,15.75,Low Fat,0.165700218,Dairy,37.7506,OUT013,1987,High,Tier 3,Supermarket Type1,578.8792863694175
3067,NCO02,12.695633368756642,Low Fat,0.128458176,Others,67.8142,OUT019,1985,Small,Tier 1,Grocery Store,-838.2749892346986
3068,FDB51,12.695633368756642,Low Fat,0.038267861,Dairy,62.0852,OUT027,1985,Medium,Tier 3,Supermarket Type3,2473.6082072311488
3069,FDJ50,8.645,Low Fat,0.02156804,Canned,52.8982,OUT013,1987,High,Tier 3,Supermarket Type1,877.4905966461042
3070,FDN52,9.395,Regular,0.131460394,Frozen Foods,85.2198,OUT013,1987,High,Tier 3,Supermarket Type1,1376.994220789235
3071,FDX14,13.1,Low Fat,0.074877667,Dairy,76.6354,OUT013,1987,High,Tier 3,Supermarket Type1,1237.143796404488
3072,FDT27,12.695633368756642,Regular,0.121838154,Meat,235.8616,OUT019,1985,Small,Tier 1,Grocery Store,1831.0871668144105
3073,FDV10,7.645,Regular,0.06665054,Snack Foods,41.1112,OUT013,1987,High,Tier 3,Supermarket Type1,718.0689166905613
3074,FDU33,7.63,Regular,0.134709764,Snack Foods,44.8402,OUT046,1997,Small,Tier 1,Supermarket Type1,791.2459739598344
3075,FDU58,6.61,Regular,0.029011725,Snack Foods,185.9898,OUT046,1997,Small,Tier 1,Supermarket Type1,3052.11829129618
3076,NCP42,12.695633368756642,Low Fat,0.016032699,Household,194.8478,OUT027,1985,Medium,Tier 3,Supermarket Type3,4592.107403477361
3077,FDL51,12.695633368756642,reg,0.047261392,Dairy,213.5876,OUT027,1985,Medium,Tier 3,Supermarket Type3,4940.315567914573
3078,DRH15,12.695633368756642,Low Fat,0.109379022,Dairy,45.4428,OUT027,1985,Medium,Tier 3,Supermarket Type3,2168.4311191446486
3079,FDU16,19.25,Regular,0.058604732,Frozen Foods,85.5908,OUT017,2007,Medium,Tier 2,Supermarket Type1,1452.5081573981024
3080,FDW15,15.35,Regular,0.055425341,Meat,149.3734,OUT017,2007,Medium,Tier 2,Supermarket Type1,2437.089659986605
3081,FDQ44,20.5,Low Fat,0.036213591,Fruits and Vegetables,122.3756,OUT045,2002,Medium,Tier 2,Supermarket Type1,2022.480972641651
3082,NCI06,12.695633368756642,Low Fat,0.047486615,Household,180.066,OUT027,1985,Medium,Tier 3,Supermarket Type3,4346.617326426898
3083,DRK23,12.695633368756642,Low Fat,0.126021818,Hard Drinks,253.204,OUT019,1985,Small,Tier 1,Grocery Store,2050.5950251456125
3084,FDC28,7.905,Low Fat,0.054976522,Frozen Foods,109.7254,OUT035,2004,Small,Tier 2,Supermarket Type1,1825.2550863387414
3085,NCY17,12.695633368756642,Low Fat,0.0,Health and Hygiene,42.9086,OUT019,1985,Small,Tier 1,Grocery Store,-1165.2356414277888
3086,NCV05,10.1,Low Fat,0.030331567,Health and Hygiene,153.7656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2198.5734103435743
3087,FDM34,12.695633368756642,Low Fat,0.118091992,Snack Foods,132.6626,OUT019,1985,Small,Tier 1,Grocery Store,203.49175440479007
3088,DRD60,12.695633368756642,Low Fat,0.037051812,Soft Drinks,182.8634,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.380464038157
3089,FDT38,18.7,Low Fat,0.057537445,Dairy,86.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1450.2985389802443
3090,FDQ57,7.275,Low Fat,0.028061488,Snack Foods,145.076,OUT018,2009,Medium,Tier 3,Supermarket Type2,2065.3538157109197
3091,FDE59,12.695633368756642,LF,0.061986186,Starchy Foods,35.6532,OUT027,1985,Medium,Tier 3,Supermarket Type3,2002.746328243651
3092,NCM43,14.5,Low Fat,0.019475371,Others,163.621,OUT046,1997,Small,Tier 1,Supermarket Type1,2670.7134020178078
3093,DRI51,17.25,Low Fat,0.042307304,Dairy,171.1764,OUT049,1999,Medium,Tier 1,Supermarket Type1,2731.359582039387
3094,NCG30,20.2,Low Fat,0.112956552,Household,124.9046,OUT017,2007,Medium,Tier 2,Supermarket Type1,2036.6675509021334
3095,NCK54,12.15,Low Fat,0.029517792,Household,114.815,OUT035,2004,Small,Tier 2,Supermarket Type1,1940.5712274282578
3096,FDQ16,12.695633368756642,Low Fat,0.073078549,Frozen Foods,109.6912,OUT019,1985,Small,Tier 1,Grocery Store,-149.06757899470176
3097,FDI36,12.5,reg,0.062291551,Baking Goods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3223.8940662629443
3098,FDX16,12.695633368756642,Low Fat,0.065491357,Frozen Foods,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,3829.1149898880426
3099,FDA34,11.5,Low Fat,0.014860557,Starchy Foods,174.008,OUT046,1997,Small,Tier 1,Supermarket Type1,2817.1473755243883
3100,FDJ48,11.3,Low Fat,0.056664709,Baking Goods,248.0118,OUT018,2009,Medium,Tier 3,Supermarket Type2,3661.863371403046
3101,FDU47,12.8,Regular,0.113832939,Breads,138.4838,OUT035,2004,Small,Tier 2,Supermarket Type1,2272.015955926556
3102,FDS39,6.895,Low Fat,0.022460575,Meat,142.9812,OUT046,1997,Small,Tier 1,Supermarket Type1,2327.043510649657
3103,FDD11,12.85,Low Fat,0.030616733,Starchy Foods,251.704,OUT046,1997,Small,Tier 1,Supermarket Type1,4034.132308601345
3104,FDM16,12.695633368756642,Regular,0.033392905,Frozen Foods,73.5354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2690.857180323615
3105,FDU56,16.85,Low Fat,0.04459498,Fruits and Vegetables,183.1266,OUT018,2009,Medium,Tier 3,Supermarket Type2,2673.260013950135
3106,FDQ32,17.85,Regular,0.046872134,Fruits and Vegetables,122.3388,OUT017,2007,Medium,Tier 2,Supermarket Type1,2042.455966741261
3107,DRK35,8.365,Low Fat,0.071786706,Hard Drinks,39.3506,OUT013,1987,High,Tier 3,Supermarket Type1,615.6310070344125
3108,FDA58,9.395,Low Fat,0.103912541,Snack Foods,234.2932,OUT049,1999,Medium,Tier 1,Supermarket Type1,3713.2039493886955
3109,DRG48,12.695633368756642,Low Fat,0.025484041,Soft Drinks,143.8102,OUT019,1985,Small,Tier 1,Grocery Store,379.594314968748
3110,FDT59,13.65,Low Fat,0.026632476,Breads,231.9668,OUT010,1998,Medium,Tier 3,Grocery Store,1773.675632351657
3111,FDQ31,12.695633368756642,Regular,0.094279524,Fruits and Vegetables,89.7856,OUT019,1985,Small,Tier 1,Grocery Store,-431.0640226205012
3112,FDS51,13.35,Low Fat,0.032311584,Meat,63.3194,OUT018,2009,Medium,Tier 3,Supermarket Type2,766.8871637449524
3113,FDW32,12.695633368756642,Regular,0.093840198,Fruits and Vegetables,86.8882,OUT027,1985,Medium,Tier 3,Supermarket Type3,2885.402923428884
3114,FDI15,12.695633368756642,Low Fat,0.140668056,Dairy,264.4884,OUT027,1985,Medium,Tier 3,Supermarket Type3,5611.958200259831
3115,NCV30,20.2,Low Fat,0.066305026,Household,62.351,OUT017,2007,Medium,Tier 2,Supermarket Type1,1073.0254370292987
3116,DRG25,10.5,Low Fat,0.019079308,Soft Drinks,187.524,OUT049,1999,Medium,Tier 1,Supermarket Type1,2977.746100205514
3117,FDT02,12.6,Low Fat,0.024174597,Dairy,33.2874,OUT013,1987,High,Tier 3,Supermarket Type1,576.1584688091298
3118,FDO33,12.695633368756642,Low Fat,0.088889913,Snack Foods,114.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3286.596792868249
3119,FDP38,10.1,Low Fat,0.032096024,Canned,51.1008,OUT035,2004,Small,Tier 2,Supermarket Type1,910.9704739258473
3120,FDZ45,14.1,Low Fat,0.066863337,Snack Foods,197.9084,OUT035,2004,Small,Tier 2,Supermarket Type1,3227.71701720374
3121,NCA54,12.695633368756642,Low Fat,0.036464158,Household,180.1318,OUT027,1985,Medium,Tier 3,Supermarket Type3,4352.2640236123025
3122,FDU33,7.63,Regular,0.135471737,Snack Foods,45.2402,OUT017,2007,Medium,Tier 2,Supermarket Type1,775.6764372168109
3123,FDN58,13.8,Regular,0.057194086,Snack Foods,233.6984,OUT017,2007,Medium,Tier 2,Supermarket Type1,3781.5132843629676
3124,FDI05,8.35,Regular,0.127127013,Frozen Foods,75.4354,OUT045,2002,Medium,Tier 2,Supermarket Type1,1244.689879286837
3125,FDM57,12.695633368756642,Regular,0.1328021,Snack Foods,82.4908,OUT019,1985,Small,Tier 1,Grocery Store,-561.4596856077251
3126,NCS42,12.695633368756642,Low Fat,0.069080314,Household,89.6146,OUT027,1985,Medium,Tier 3,Supermarket Type3,2915.943171568774
3127,FDB57,20.25,Regular,0.018843242,Fruits and Vegetables,221.6772,OUT045,2002,Medium,Tier 2,Supermarket Type1,3619.801537839268
3128,FDC03,8.575,Regular,0.071992202,Dairy,196.0794,OUT045,2002,Medium,Tier 2,Supermarket Type1,3158.8617650732344
3129,FDZ58,17.85,Low Fat,0.052133441,Snack Foods,120.6072,OUT013,1987,High,Tier 3,Supermarket Type1,1962.1172867422301
